code insee,ville,inscrits,abstentions,exprimes,LDVG,LFN,LUD
55047,Béthelainville,159,74,81,7,30,44
55048,Béthincourt,28,5,23,7,7,9
55049,Beurey-sur-Saulx,300,118,176,47,69,60
55051,Biencourt-sur-Orge,107,33,67,13,27,27
55053,Billy-sous-Mangiennes,248,109,135,17,67,51
55054,Bislée,61,25,34,3,13,18
55055,Blanzée,18,0,18,0,4,14
55057,Boinville-en-Woëvre,63,30,33,2,15,16
55058,Boncourt-sur-Meuse,231,50,170,28,64,78
55059,Bonnet,182,59,121,15,70,36
55060,Bonzée,332,113,208,61,69,78
55061,Le Bouchon-sur-Saulx,199,72,110,24,52,34
55062,Bouconville-sur-Madt,96,32,61,2,40,19
55063,Bouligny,1833,980,816,247,313,256
55064,Bouquemont,78,28,48,3,19,26
55065,Boureuilles,105,36,64,6,32,26
55066,Bovée-sur-Barboure,110,30,76,8,39,29
55067,Boviolles,102,21,76,13,33,30
55068,Brabant-en-Argonne,76,29,45,10,16,19
55069,Brabant-le-Roi,182,61,115,17,44,54
55070,Brabant-sur-Meuse,91,25,60,4,25,31
55071,Brandeville,115,33,74,19,27,28
55072,Braquis,82,21,56,6,25,25
55073,Bras-sur-Meuse,560,175,367,59,118,190
55075,Brauvilliers,129,49,79,12,50,17
55076,Bréhéville,127,35,87,13,45,29
55077,Breux,144,72,70,7,35,28
55078,Brieulles-sur-Meuse,266,134,129,18,58,53
55079,Brillon-en-Barrois,455,145,288,54,110,124
55080,Brixey-aux-Chanoines,86,18,64,6,28,30
55081,Brizeaux,53,14,36,6,18,12
55082,Brocourt-en-Argonne,48,9,39,8,8,23
55083,Brouennes,115,45,67,11,44,12
55084,Broussey-en-Blois,64,22,39,8,25,6
55085,Broussey-Raulecourt,217,69,141,8,87,46
55087,Bure,62,22,39,3,15,21
55088,Burey-en-Vaux,105,36,67,11,36,20
55089,Burey-la-Côte,78,27,50,4,23,23
55093,Buxières-sous-les-Côtes,239,52,173,30,67,76
55094,Buzy-Darmont,392,131,241,42,100,99
55095,Cesse,117,40,75,11,41,23
55096,Chaillon,83,18,62,13,28,21
55097,Chalaines,271,80,183,37,73,73
55099,Champneuville,101,32,66,11,25,30
55100,Champougny,82,32,48,11,13,24
55101,Chardogne,263,98,153,26,63,64
55102,Charny-sur-Meuse,448,162,282,44,91,147
55103,Charpentry,27,5,20,0,6,14
55104,Chassey-Beaupré,75,17,56,9,24,23
55105,Châtillon-sous-les-Côtes,128,43,82,23,27,32
55106,Chattancourt,134,54,78,12,43,23
55107,Chaumont-devant-Damvillers,48,16,30,2,18,10
55108,Chaumont-sur-Aire,131,33,94,18,29,47
55109,Chauvency-le-Château,127,56,68,27,22,19
55110,Chauvency-Saint-Hubert,163,86,75,6,49,20
55111,Chauvoncourt,390,141,234,30,86,118
55113,Cheppy,120,37,80,10,30,40
55114,Chonville-Malaumont,164,60,101,15,48,38
55115,Cierges-sous-Montfaucon,41,12,28,1,12,15
55116,Le Claon,43,10,31,14,11,6
55117,Clermont-en-Argonne,1056,367,668,121,251,296
55118,Cléry-Grand,63,20,41,3,29,9
55119,Cléry-Petit,133,53,75,15,29,31
55120,Combles-en-Barrois,704,242,439,105,137,197
55121,Combres-sous-les-Côtes,95,31,61,11,11,39
55122,Commercy,3584,1595,1911,510,627,774
55123,Les Hauts-de-Chée,594,202,374,67,169,138
55124,Consenvoye,222,77,141,18,65,58
55125,Contrisson,552,184,355,55,168,132
55127,Courcelles-en-Barrois,35,15,19,5,6,8
55128,Courcelles-sur-Aire,44,5,37,2,10,25
55129,Courouvre,48,27,21,2,12,7
55132,Cousances-les-Forges,1204,425,741,119,415,207
55133,Couvertpuis,89,27,52,7,17,28
55134,Couvonges,104,36,66,4,34,28
55137,Cuisy,42,19,22,0,9,13
55138,Culey,142,48,85,22,27,36
55140,Cunel,11,1,10,3,5,2
55141,Dagonville,72,22,45,3,16,26
55142,Dainville-Bertheléville,134,56,72,18,33,21
55143,Damloup,102,26,75,7,25,43
55144,Dammarie-sur-Saulx,324,148,165,25,77,63
55145,Damvillers,451,169,268,68,92,108
55146,Dannevoux,165,69,94,24,39,31
55148,Delouze-Rosières,111,28,79,8,35,36
55149,Delut,84,37,45,4,26,15
55150,Demange-aux-Eaux,431,195,223,42,90,91
55153,Dieppe-sous-Douaumont,135,41,92,15,35,42
55154,Dieue-sur-Meuse,1104,421,668,154,263,251
55155,Dombasle-en-Argonne,314,108,202,27,87,88
55156,Dombras,112,42,70,8,35,27
55157,Dommartin-la-Montagne,48,21,27,4,15,8
55158,Dommary-Baroncourt,523,233,273,69,137,67
55159,Dompcevrin,289,126,157,38,79,40
55160,Dompierre-aux-Bois,45,9,35,3,14,18
55162,Domremy-la-Canne,31,7,20,8,7,5
55163,Doncourt-aux-Templiers,72,12,58,17,17,24
55164,Douaumont,6,0,6,0,2,4
55165,Doulcon,312,93,212,41,101,70
55166,Dugny-sur-Meuse,1114,455,626,162,201,263
55167,Dun-sur-Meuse,422,160,249,62,92,95
55168,Duzey,36,12,23,2,8,13
55169,Ecouviez,269,144,125,35,43,47
55170,Ecurey-en-Verdunois,100,34,62,17,23,22
55171,Eix,170,52,111,24,39,48
55172,Les Eparges,66,23,41,8,17,16
55173,Epiez-sur-Meuse,43,13,25,5,7,13
55174,Epinonville,57,21,36,2,19,15
55175,Erize-la-Brûlée,149,39,105,12,54,39
55177,Erize-la-Petite,53,18,35,8,14,13
55178,Erize-Saint-Dizier,147,46,94,15,42,37
55179,Erneville-aux-Bois,131,49,79,10,33,36
55180,Esnes-en-Argonne,120,46,70,9,32,29
55181,Etain,2511,1124,1351,283,566,502
55182,Eton,165,63,95,12,43,40
55183,Etraye,45,18,25,1,18,6
55184,Euville,1255,424,797,139,353,305
55185,Evres,82,27,49,7,13,29
55186,Fains-Véel,1672,529,1082,250,384,448
55188,Flassigny,25,6,18,1,4,13
55191,Foameix-Ornel,179,65,108,18,36,54
55192,Fontaines-Saint-Clair,45,16,28,6,13,9
55193,Forges-sur-Meuse,99,19,75,9,36,30
55194,Foucaucourt-sur-Thabas,53,18,35,2,11,22
55195,Fouchères-aux-Bois,122,50,72,27,21,24
55196,Frémeréville-sous-les-Côtes,96,32,62,12,31,19
55197,Fresnes-au-Mont,121,31,84,15,38,31
55198,Fresnes-en-Woëvre,542,194,336,53,140,143
55199,Froidos,73,27,42,9,12,21
55200,Fromeréville-les-Vallons,185,76,104,12,39,53
55201,Fromezey,53,15,37,7,8,22
55202,Futeau,141,51,86,9,46,31
55204,Génicourt-sur-Meuse,187,83,98,26,31,41
55206,Gercourt-et-Drillancourt,121,47,69,9,32,28
55207,Géry,39,8,29,7,16,6
55208,Gesnes-en-Argonne,41,15,23,4,11,8
55210,Gimécourt,30,6,24,2,7,15
55211,Gincrey,49,12,33,4,23,6
55212,Girauvoisin,76,18,55,11,25,19
55214,Givrauval,225,59,158,37,56,65
55215,Gondrecourt-le-Château,709,227,448,87,167,194
55216,Gouraincourt,48,12,36,5,24,7
55217,Goussaincourt,102,34,64,11,32,21
55218,Gremilly,22,7,15,2,7,6
55219,Grimaucourt-en-Woëvre,80,23,55,9,21,25
55220,Grimaucourt-près-Sampigny,68,8,56,17,28,11
55221,Guerpont,221,88,124,28,51,45
55222,Gussainville,33,6,25,7,10,8
55224,Haironville,496,200,283,46,156,81
55225,Halles-sous-les-Côtes,120,42,75,22,31,22
55226,Han-lès-Juvigny,85,31,52,19,19,14
55228,Hannonville-sous-les-Côtes,418,156,250,32,102,116
55229,Han-sur-Meuse,230,68,155,16,73,66
55232,Harville,97,34,61,7,34,20
55236,Haudainville,708,226,456,88,191,177
55237,Haudiomont,203,104,95,7,52,36
55241,Heippes,77,34,42,7,20,15
55242,Hennemont,91,25,65,19,26,20
55243,Herbeuville,145,37,106,20,34,52
55244,Herméville-en-Woëvre,188,77,107,11,53,43
55245,Heudicourt-sous-les-Côtes,153,40,109,22,33,54
55246,Hévilliers,104,22,80,5,49,26
55247,Horville-en-Ornois,55,16,36,9,16,11
55248,Houdelaincourt,276,86,184,42,91,51
55250,Inor,154,62,89,12,44,33
55251,Ippécourt,82,17,61,1,34,26
55252,Iré-le-Sec,103,46,56,8,27,21
55253,Les Islettes,577,263,301,33,133,135
55254,Les Trois-Domaines,99,31,63,10,19,34
55255,Jametz,184,93,88,10,52,26
55256,Jonville-en-Woëvre,120,43,69,10,37,22
55257,Jouy-en-Argonne,49,13,32,6,15,11
55258,Geville,455,148,295,45,144,106
55260,Julvécourt,55,16,32,6,11,15
55261,Juvigny-en-Perthois,109,21,84,11,44,29
55262,Juvigny-sur-Loison,159,56,95,24,43,28
55263,Koeur-la-Grande,121,20,92,23,32,37
55264,Koeur-la-Petite,217,77,120,28,54,38
55265,Labeuville,104,34,67,10,27,30
55266,Lachalade,57,25,32,6,17,9
55267,Lachaussée,205,67,135,26,58,51
55268,Lacroix-sur-Meuse,514,163,335,41,142,152
55269,Lahaymeix,88,39,48,9,16,23
55270,Lahayville,22,8,14,0,3,11
55271,Laheycourt,315,119,187,33,83,71
55272,Laimont,364,105,242,43,103,96
55274,Lamorville,258,85,165,17,83,65
55275,Lamouilly,70,32,37,7,9,21
55276,Landrecourt-Lempire,165,51,107,33,38,36
55278,Laneuville-au-Rupt,145,44,99,19,57,23
55279,Laneuville-sur-Meuse,295,114,173,37,67,69
55280,Lanhères,47,22,24,2,16,6
55281,Latour-en-Woëvre,69,15,53,5,25,23
55282,Lavallée,76,6,67,10,22,35
55284,Lavincourt,65,23,39,5,27,7
55285,Lavoye,128,39,83,11,44,28
55286,Lemmes,161,41,116,10,68,38
55288,Lérouville,945,366,556,163,224,169
55289,Levoncourt,41,9,30,2,9,19
55290,Lignières-sur-Aire,43,27,16,3,7,6
55291,Ligny-en-Barrois,3098,1439,1596,313,624,659
55292,Liny-devant-Dun,150,59,89,14,54,21
55293,Lion-devant-Dun,141,56,81,13,35,33
55295,Lisle-en-Barrois,29,8,17,2,2,13
55296,Lisle-en-Rigault,400,150,233,31,115,87
55297,Lissey,97,34,62,15,26,21
55298,Loisey,251,73,164,21,75,68
55299,Loison,77,25,52,5,21,26
55300,Longeaux,170,72,95,19,35,41
55301,Longchamps-sur-Aire,107,36,67,12,14,41
55302,Longeville-en-Barrois,1008,418,568,129,216,223
55303,Loupmont,82,20,52,7,24,21
55304,Louppy-le-Château,155,55,96,15,51,30
55306,Louppy-sur-Loison,108,44,63,6,28,29
55310,Luzy-Saint-Martin,95,26,68,10,36,22
55311,Maizeray,28,8,20,2,6,12
55312,Maizey,132,37,92,6,42,44
55313,Malancourt,66,16,43,4,21,18
55315,Mandres-en-Barrois,107,33,69,5,30,34
55316,Mangiennes,276,116,150,23,63,64
55317,Manheulles,125,42,80,11,31,38
55320,Marchéville-en-Woëvre,58,18,39,4,15,20
55321,Marre,137,43,93,10,33,50
55322,Marson-sur-Barboure,42,12,30,5,8,17
55323,Martincourt-sur-Meuse,46,11,34,6,11,17
55324,Marville,424,166,255,35,122,98
55325,Maucourt-sur-Orne,44,21,22,4,8,10
55326,Maulan,92,24,63,16,21,26
55327,Mauvages,207,68,139,14,74,51
55328,Maxey-sur-Vaise,233,97,128,12,65,51
55329,Mécrin,187,58,124,29,44,51
55330,Méligny-le-Grand,78,31,43,10,13,20
55331,Méligny-le-Petit,69,12,53,4,20,29
55332,Menaucourt,208,69,135,17,66,52
55333,Ménil-aux-Bois,45,20,25,3,9,13
55334,Ménil-la-Horgne,131,37,92,11,46,35
55335,Ménil-sur-Saulx,201,72,120,27,45,48
55336,Merles-sur-Loison,119,64,51,6,25,20
55338,Milly-sur-Bradon,131,45,82,25,31,26
55339,Mogeville,66,14,51,3,24,24
55340,Mognéville,307,121,175,34,76,65
55341,Moirey-Flabas-Crépion,105,27,78,7,28,43
55343,Montblainville,57,24,31,6,11,14
55344,Montbras,18,5,13,1,4,8
55345,Mont-devant-Sassey,101,34,65,17,27,21
55346,Montfaucon-d'Argonne,218,81,130,13,63,54
55347,Les Monthairons,271,109,156,34,65,57
55348,Montiers-sur-Saulx,350,142,201,28,89,84
55349,Montigny-devant-Sassey,131,50,80,15,38,27
55350,Montigny-lès-Vaucouleurs,75,18,56,12,23,21
55351,Montmédy,1111,451,645,151,241,253
55352,Montplonne,154,71,75,4,21,50
55353,Montsec,57,14,39,5,13,21
55355,Montzéville,125,34,88,14,41,33
55356,Moranville,88,34,53,3,24,26
55357,Morgemoulin,95,39,56,9,23,24
55358,Chanteraine,186,72,110,21,45,44
55359,Morley,159,66,87,10,37,40
55360,Mouilly,86,28,56,10,25,21
55361,Moulainville,111,23,80,20,34,26
55362,Moulins-Saint-Hubert,121,50,65,9,41,15
55363,Moulotte,74,31,43,1,37,5
55364,Mouzay,539,213,306,77,134,95
55365,Murvaux,134,52,75,25,24,26
55366,Val-d'Ornain,754,232,493,110,203,180
55367,Muzeray,77,19,56,7,14,35
55368,Naives-en-Blois,133,58,68,5,31,32
55369,Naives-Rosières,653,198,429,108,169,152
55370,Naix-aux-Forges,163,76,84,12,38,34
55371,Nançois-le-Grand,52,7,42,11,20,11
55372,Nançois-sur-Ornain,286,98,173,41,69,63
55373,Nant-le-Grand,53,7,44,10,16,18
55374,Nant-le-Petit,73,39,32,5,18,9
55375,Nantillois,59,9,48,5,33,10
55376,Nantois,74,29,44,3,25,16
55377,Nepvant,65,29,32,1,14,17
55378,Nettancourt,259,111,140,26,63,51
55379,Le Neufour,70,20,49,19,17,13
55380,Neuville-en-Verdunois,66,29,34,2,14,18
55381,Neuville-lès-Vaucouleurs,129,57,66,13,29,24
55382,Neuville-sur-Ornain,268,86,168,37,66,65
55383,Neuvilly-en-Argonne,156,33,119,22,46,51
55384,Nicey-sur-Aire,107,32,66,15,27,24
55385,Nixéville-Blercourt,374,131,229,31,102,96
55386,Nonsard-Lamarche,151,49,100,12,51,37
55387,Nouillonpont,192,80,110,10,48,52
55388,Noyers-Auzécourt,190,70,113,23,50,40
55389,Nubécourt,198,48,146,15,72,59
55391,Olizy-sur-Chiers,136,54,81,20,34,27
55394,Ornes,10,4,6,1,1,4
55395,Osches,43,6,33,3,5,25
55396,Ourches-sur-Meuse,180,77,102,17,51,34
55397,Pagny-la-Blanche-Côte,169,68,96,15,35,46
55398,Pagny-sur-Meuse,794,324,456,95,210,151
55399,Pareid,93,43,50,7,29,14
55400,Parfondrupt,44,13,30,9,13,8
55401,Les Paroches,307,89,210,29,95,86
55403,Peuvillers,47,14,32,3,23,6
55404,Pierrefitte-sur-Aire,237,88,147,39,36,72
55405,Pillon,186,83,103,10,41,52
55406,Pintheville,85,21,60,12,14,34
55407,Pont-sur-Meuse,135,52,80,10,38,32
55408,Pouilly-sur-Meuse,153,49,102,19,44,39
55409,Pretz-en-Argonne,49,12,34,4,19,11
55410,Quincy-Landzécourt,100,47,47,6,10,31
55411,Rambluzin-et-Benoite-Vaux,81,31,45,3,30,12
55412,Rambucourt,138,41,93,9,58,26
55414,Rancourt-sur-Ornain,168,51,106,5,63,38
55415,Ranzières,67,22,41,5,19,17
55416,Rarécourt,185,73,108,23,20,65
55419,Récicourt,155,63,88,9,48,31
55420,Récourt-le-Creux,66,24,37,5,20,12
55421,Reffroy,52,15,33,4,19,10
55422,Regnéville-sur-Meuse,41,8,30,9,5,16
55423,Rembercourt-Sommaisne,287,89,179,27,63,89
55424,Remennecourt,51,11,35,2,21,12
55425,Remoiville,111,40,68,18,34,16
55426,Resson,337,117,212,68,67,77
55427,Revigny-sur-Ornain,1907,747,1116,257,457,402
55428,Réville-aux-Bois,98,24,73,24,28,21
55429,Riaville,43,8,35,8,14,13
55430,Ribeaucourt,77,35,39,2,25,12
55431,Richecourt,48,14,33,1,17,15
55433,Rigny-la-Salle,281,105,164,28,69,67
55434,Rigny-Saint-Martin,52,12,38,5,23,10
55435,Robert-Espagne,605,220,364,71,175,118
55436,Les Roises,25,4,21,1,14,6
55437,Romagne-sous-les-Côtes,95,44,49,10,30,9
55438,Romagne-sous-Montfaucon,130,64,63,11,30,22
55439,Ronvaux,85,26,59,4,23,32
55442,Raival,210,87,120,22,41,57
55443,Rouvres-en-Woëvre,226,92,128,25,52,51
55444,Rouvrois-sur-Meuse,130,42,82,8,45,29
55445,Rouvrois-sur-Othain,160,60,95,14,33,48
55446,Rumont,65,19,46,4,27,15
55447,Rupt-aux-Nonains,281,125,147,33,69,45
55448,Rupt-devant-Saint-Mihiel,36,10,26,7,12,7
55449,Rupt-en-Woëvre,259,120,129,29,52,48
55450,Rupt-sur-Othain,40,15,24,2,8,14
55452,Saint-Amand-sur-Ornain,73,26,44,10,21,13
55453,Saint-André-en-Barrois,58,27,29,3,7,19
55454,Saint-Aubin-sur-Aire,131,44,76,14,31,31
55456,Saint-Germain-sur-Meuse,197,78,116,21,66,29
55457,Saint-Hilaire-en-Woëvre,150,43,101,19,36,46
55458,Saint-Jean-lès-Buzy,223,93,126,23,72,31
55459,Saint-Joire,227,88,130,29,68,33
55460,Saint-Julien-sous-les-Côtes,107,38,67,5,35,27
55461,Saint-Laurent-sur-Othain,305,144,150,28,65,57
55462,Saint-Maurice-sous-les-Côtes,262,96,155,39,47,69
55463,Saint-Mihiel,2578,1158,1356,240,550,566
55464,Saint-Pierrevillers,132,38,93,10,28,55
55465,Saint-Remy-la-Calonne,67,28,39,7,19,13
55466,Salmagne,245,79,155,28,68,59
55467,Sampigny,599,250,338,69,141,128
55468,Samogneux,76,15,60,5,29,26
55469,Sassey-sur-Meuse,81,31,48,12,23,13
55470,Saudrupt,161,57,102,18,46,38
55471,Saulmory-et-Villefranche,71,23,45,6,14,25
55472,Saulvaux,123,29,81,6,43,32
55473,Saulx-lès-Champlon,110,37,72,13,24,35
55474,Sauvigny,207,77,123,18,54,51
55475,Sauvoy,54,21,32,4,17,11
55476,Savonnières-devant-Bar,409,158,234,60,83,91
55477,Savonnières-en-Perthois,341,121,210,29,107,74
55479,Seigneulles,163,47,107,22,46,39
55481,Senon,211,68,141,5,67,69
55482,Senoncourt-les-Maujouy,78,17,60,8,29,23
55484,Septsarges,46,14,30,2,14,14
55485,Sepvigny,66,14,51,14,15,22
55487,Seuzey,87,25,59,20,16,23
55488,Silmont,145,53,89,21,34,34
55489,Sivry-la-Perche,224,77,135,26,51,58
55490,Sivry-sur-Meuse,275,121,136,33,57,46
55492,Sommedieue,635,292,324,75,117,132
55493,Sommeilles,179,81,94,11,43,40
55494,Sommelonne,385,152,221,50,108,63
55495,Sorbey,163,62,98,20,38,40
55496,Sorcy-Saint-Martin,771,286,468,69,242,157
55497,Les Souhesmes-Rampont,263,94,163,40,59,64
55498,Souilly,260,87,166,13,65,88
55500,Spincourt,522,156,349,61,148,140
55501,Stainville,322,121,196,37,74,85
55502,Stenay,1593,683,870,185,357,328
55503,Taillancourt,121,43,74,17,28,29
55504,Tannois,293,105,181,28,97,56
55505,Thierville-sur-Meuse,1896,690,1162,247,469,446
55506,Thillombois,32,10,22,3,10,9
55507,Thillot,168,86,77,15,39,23
55508,Thonne-la-Long,93,32,61,7,28,26
55509,Thonne-le-Thil,178,86,85,13,45,27
55510,Thonne-les-Près,79,44,30,5,13,12
55511,Thonnelle,92,35,55,9,21,25
55512,Tilly-sur-Meuse,222,70,151,23,64,64
55514,Trémont-sur-Saulx,459,174,277,50,123,104
55515,Trésauvaux,66,18,46,8,23,15
55516,Tréveray,467,205,251,40,116,95
55517,Seuil-d'Argonne,381,139,222,27,108,87
55518,Cousances-lès-Triconville,102,31,68,8,30,30
55519,Tronville-en-Barrois,1126,473,613,155,246,212
55520,Troussey,291,95,186,45,67,74
55521,Troyon,176,56,112,13,58,41
55522,Ugny-sur-Meuse,84,29,54,8,27,19
55523,Vacherauville,123,44,78,13,29,36
55525,Vadelaincourt,51,14,36,11,14,11
55526,Vadonville,194,86,101,26,49,26
55527,Varennes-en-Argonne,421,156,252,37,99,116
55528,Varnéville,51,23,28,4,17,7
55530,Valbois,77,19,55,17,19,19
55531,Vassincourt,206,77,117,34,59,24
55532,Vaubecourt,240,88,146,35,60,51
55533,Vaucouleurs,1255,516,707,125,297,285
55534,Vaudeville-le-Haut,53,17,34,4,8,22
55535,Vaudoncourt,40,10,30,3,17,10
55536,Vauquois,24,3,21,4,4,13
55537,Vaux-devant-Damloup,54,10,44,6,16,22
55540,Vaux-lès-Palameix,60,17,42,5,21,16
55541,Vavincourt,417,151,253,63,94,96
55543,Velaines,807,305,485,92,220,173
55544,Velosnes,67,37,29,6,16,7
55545,Verdun,11986,5852,5935,1301,1845,2789
55546,Verneuil-Grand,117,63,54,7,28,19
55547,Verneuil-Petit,73,29,43,1,24,18
55549,Véry,91,39,51,12,12,27
55551,Vigneulles-lès-Hattonchâtel,1162,384,743,140,341,262
55552,Vigneul-sous-Montmédy,54,25,27,4,13,10
55553,Vignot,954,336,599,154,209,236
55554,Villécloye,136,46,85,19,35,31
55555,Ville-devant-Belrain,23,1,19,1,7,11
55556,Ville-devant-Chaumont,50,17,30,4,14,12
55557,Ville-en-Woëvre,113,33,75,13,33,29
55559,Villeroy-sur-Méholle,34,6,28,6,12,10
55560,Villers-aux-Vents,110,36,68,11,27,30
55561,Villers-devant-Dun,67,26,40,5,16,19
55562,Villers-le-Sec,103,28,73,16,23,34
55563,Villers-lès-Mangiennes,72,26,41,2,24,15
55565,Villers-sous-Pareid,54,19,35,5,13,17
55566,Villers-sur-Meuse,190,65,120,43,48,29
55567,Ville-sur-Cousances,97,31,65,9,25,31
55568,Ville-sur-Saulx,248,99,134,28,71,35
55569,Villotte-devant-Louppy,135,53,76,13,36,27
55570,Villotte-sur-Aire,149,37,105,16,29,60
55571,Vilosnes-Haraumont,142,57,83,18,41,24
55572,Vittarville,66,18,48,6,21,21
55573,Void-Vacon,1164,399,733,124,342,267
55574,Vouthon-Bas,60,15,45,10,25,10
55575,Vouthon-Haut,73,39,33,4,24,5
55577,Waly,57,16,40,5,14,21
55578,Warcq,139,52,85,12,41,32
55579,Watronville,83,28,53,11,19,23
55580,Wavrille,45,21,24,2,11,11
55581,Willeroncourt,93,30,63,5,35,23
55582,Wiseppe,86,23,57,8,22,27
55583,Woël,162,59,99,16,41,42
55584,Woimbey,92,24,64,3,36,25
55586,Xivray-et-Marvoisin,71,20,50,5,33,12
57001,Aboncourt,262,117,139,29,65,45
57002,Aboncourt-sur-Seille,64,17,44,7,25,12
57003,Abreschviller,1072,452,588,71,260,257
57004,Achain,73,27,46,4,27,15
57006,Achen,785,288,476,50,207,219
57007,Adaincourt,86,39,43,3,22,18
57008,Adelange,182,69,110,19,38,53
57009,Ajoncourt,68,18,48,3,29,16
57010,Alaincourt-la-Côte,120,42,76,12,39,25
57011,Albestroff,481,221,249,48,94,107
57012,Algrange,4449,2436,1913,411,738,764
57013,Alsting,1667,789,847,110,399,338
57014,Altrippe,334,126,199,21,91,87
57015,Altviller,462,148,304,48,116,140
57016,Alzing,328,119,200,36,86,78
57017,Amanvillers,1838,718,1085,179,492,414
57018,Amelécourt,105,32,72,9,39,24
57019,Amnéville,8405,3964,4277,799,2021,1457
57020,Ancerville,231,97,124,17,74,33
57021,Ancy-sur-Moselle,1176,412,737,112,209,416
57022,Angevillers,1014,500,500,104,180,216
57024,Antilly,139,53,82,21,20,41
57025,Anzeling,408,169,228,40,109,79
57026,Apach,710,361,336,82,78,176
57027,Arraincourt,102,26,71,8,33,30
57028,Argancy,1100,381,694,131,225,338
57029,Arriance,185,50,126,20,63,43
57030,Arry,410,107,287,61,128,98
57031,Ars-Laquenexy,683,194,465,75,140,250
57032,Ars-sur-Moselle,3652,1833,1735,380,693,662
57033,Arzviller,471,170,283,24,96,163
57034,Aspach,37,20,17,2,10,5
57035,Assenoncourt,100,33,60,6,19,35
57036,Attilloncourt,98,28,64,9,23,32
57037,Aube,183,69,109,10,54,45
57038,Audun-le-Tiche,4442,2414,1931,662,502,767
57039,Augny,1467,534,894,115,343,436
57040,Aulnois-sur-Seille,164,64,97,19,27,51
57041,Aumetz,1893,956,883,228,328,327
57042,Avricourt,466,164,276,44,142,90
57043,Ay-sur-Moselle,1290,454,800,121,323,356
57044,Azoudange,93,24,66,9,31,26
57045,Bacourt,92,32,55,2,28,25
57046,Baerenthal,652,268,366,76,138,152
57047,Bambiderstroff,835,356,463,62,218,183
57048,Bannay,70,27,43,3,22,18
57049,Le Ban-Saint-Martin,3045,1321,1654,211,468,975
57050,Barchain,91,29,56,8,27,21
57051,Baronville,258,81,169,12,74,83
57052,Barst,455,160,283,32,158,93
57053,Bassing,101,40,57,11,32,14
57054,Baudrecourt,151,62,86,12,39,35
57055,Bazoncourt,426,104,310,41,116,153
57056,Bébing,170,45,115,16,54,45
57057,Béchy,431,147,274,45,119,110
57058,Behren-lès-Forbach,4828,2777,1990,485,591,914
57059,Bellange,51,7,44,6,18,20
57060,Bénestroff,411,197,201,43,79,79
57061,Béning-lès-Saint-Avold,1069,547,495,85,241,169
57062,Berg-sur-Moselle,330,142,183,33,59,91
57063,Bérig-Vintrange,196,77,115,22,47,46
57064,Berling,212,75,128,23,56,49
57065,Bermering,186,74,105,11,48,46
57066,Berthelming,408,166,228,38,105,85
57067,Bertrange,2126,839,1244,200,400,644
57069,Berviller-en-Moselle,330,121,199,42,98,59
57070,Bettange,152,59,88,9,48,31
57071,Bettborn,348,135,206,19,111,76
57072,Bettelainville,517,195,311,47,125,139
57073,Betting,639,231,386,55,184,147
57074,Bettviller,666,293,356,37,151,168
57075,Beux,216,66,145,19,57,69
57076,Beyren-lès-Sierck,392,177,205,35,54,116
57077,Bezange-la-Petite,70,28,40,5,18,17
57079,Bibiche,322,133,177,23,85,69
57080,Bickenholtz,59,17,41,3,10,28
57081,Bidestroff,111,36,74,7,30,37
57082,Biding,268,105,155,26,85,44
57083,Bining,933,371,523,53,249,221
57084,Bioncourt,230,66,158,30,55,73
57085,Bionville-sur-Nied,356,139,211,31,105,75
57086,Belles-Forêts,208,66,137,18,69,50
57087,Bisten-en-Lorraine,205,78,121,18,50,53
57088,Bistroff,251,122,123,24,40,59
57089,Bitche,3294,1417,1798,258,547,993
57090,Blanche-Eglise,96,24,69,3,30,36
57091,Bliesbruck,813,317,475,69,214,192
57092,Blies-Ebersing,479,217,247,32,90,125
57093,Blies-Guersviller,475,175,287,18,119,150
57095,Boucheporn,428,159,254,58,104,92
57096,Boulange,1700,796,866,260,283,323
57097,Boulay-Moselle,3742,1583,2097,300,888,909
57098,Bourgaltroff,217,104,109,20,61,28
57099,Bourdonnay,181,57,117,10,67,40
57100,Bourscheid,119,32,79,8,41,30
57101,Bousbach,917,365,534,71,243,220
57102,Bousse,2427,963,1416,269,497,650
57103,Bousseviller,100,33,62,10,19,33
57104,Boust,850,389,449,77,123,249
57105,Boustroff,110,26,78,16,34,28
57106,Bouzonville,2293,1117,1141,178,459,504
57107,Bréhain,82,23,52,7,18,27
57108,Breidenbach,234,74,157,15,72,70
57109,Breistroff-la-Grande,475,217,246,29,81,136
57110,Brettnach,297,139,151,28,74,49
57111,Bronvaux,482,180,288,80,98,110
57112,Brouck,64,21,39,10,15,14
57113,Brouderdorff,717,235,445,53,194,198
57114,Brouviller,379,138,235,46,86,103
57115,Brulange,94,29,63,11,33,19
57116,Buchy,84,29,54,8,25,21
57117,Buding,419,158,246,38,110,98
57118,Budling,160,64,96,17,39,40
57119,Buhl-Lorraine,916,326,564,55,234,275
57120,Burlioncourt,119,38,78,11,43,24
57121,Burtoncourt,170,51,112,17,57,38
57122,Cappel,551,203,330,47,173,110
57123,Carling,2449,1139,1263,185,660,418
57124,Cattenom,1858,866,954,125,313,516
57125,Chailly-lès-Ennery,301,105,189,35,59,95
57126,Chambrey,290,93,187,33,89,65
57127,Chanville,109,48,58,11,27,20
57128,Charleville-sous-Bois,194,55,129,14,61,54
